422,10,526,10,526,24,422,24,422,24,422,24,422,24,422,24
16,13,170,13,170,26,16,26,16,26,16,26,16,26,16,26
415,26,527,26,527,39,415,39,415,39,415,39,415,39,415,39
16,29,167,29,167,45,16,45,16,45,16,45,16,45,16,45
383,42,406,42,430,42,455,42,477,42,505,42,528,42,528,56
14,50,165,48,165,62,14,64,14,64,14,64,14,64,14,64
214,54,333,54,333,74,214,74,214,74,214,74,214,74,214,74
15,88,30,87,51,85,76,85,98,85,120,84,139,84,139,95
296,82,473,82,473,97,296,97,296,97,296,97,296,97,296,97
17,106,133,106,133,121,17,121,17,121,17,121,17,121,17,121
155,131,178,130,222,129,275,129,331,129,382,129,405,129,405,141
13,130,20,129,30,129,34,128,42,129,51,129,57,130,56,142
40,147,66,148,159,148,276,149,372,149,477,148,503,148,503,162
37,163,63,164,134,164,203,166,303,166,356,164,382,163,382,177
17,196,113,197,113,214,17,213,17,213,17,213,17,213,17,213
22,219,45,218,103,217,138,217,184,217,224,217,247,216,246,230
462,217,508,217,508,230,462,230,462,230,462,230,462,230,462,230
50,236,73,235,118,234,168,234,203,234,245,235,271,236,271,250
16,253,226,253,226,268,16,268,16,268,16,268,16,268,16,268
461,253,467,253,475,252,485,253,491,253,502,253,508,254,507,266
48,271,71,270,107,271,139,269,168,269,201,270,224,271,224,284
24,285,50,285,122,286,207,286,269,288,340,286,366,287,366,301
464,286,508,286,508,300,464,300,464,300,464,300,464,300,464,300
49,305,71,305,116,303,168,303,201,303,236,305,259,306,258,318
25,322,45,322,110,323,152,322,188,323,239,322,258,321,258,333
464,321,508,321,508,334,464,334,464,334,464,334,464,334,464,334
68,338,94,338,139,336,200,337,264,337,313,340,339,341,339,355
22,357,45,356,83,357,104,355,147,355,177,355,200,355,200,368
460,355,467,355,473,355,484,355,490,355,501,356,507,356,505,369
50,375,73,374,116,373,168,372,201,373,245,373,268,374,268,386
27,391,46,392,88,393,144,392,200,390,249,391,269,390,269,402
464,390,508,390,508,404,464,404,464,404,464,404,464,404,464,404
49,409,71,409,108,409,147,407,187,406,222,407,245,407,245,421
352,602,370,602,399,600,433,602,460,600,489,600,512,599,512,613
13,601,65,601,65,614,13,614,13,614,13,614,13,614,13,614
17,623,25,623,38,624,52,623,70,625,82,623,95,623,95,634
374,624,498,624,498,637,374,637,374,637,374,637,374,637,374,637
19,690,34,690,61,691,81,691,105,691,132,693,152,693,151,705
373,732,456,734,455,749,373,747,373,747,373,747,373,747,373,747
12,749,35,750,67,750,107,751,136,751,183,751,205,751,205,764
