420,10,525,10,525,24,420,24,420,24,420,24,420,24,420,24
13,13,169,13,169,26,13,26,13,26,13,26,13,26,13,26
413,26,526,26,526,40,413,40,413,40,413,40,413,40,413,40
13,29,166,29,166,45,13,45,13,45,13,45,13,45,13,45
382,41,528,41,528,56,382,56,382,56,382,56,382,56,382,56
13,50,162,48,162,62,13,64,13,64,13,64,13,64,13,64
213,54,330,54,330,74,213,74,213,74,213,74,213,74,213,74
14,87,29,86,47,85,66,85,88,85,103,85,123,85,122,97
293,82,461,82,461,97,293,97,293,97,293,97,293,97,293,97
14,106,25,106,46,106,69,106,89,106,107,108,127,110,128,124
155,129,178,129,233,130,274,129,323,129,376,127,399,127,399,140
14,129,54,129,54,142,14,142,14,142,14,142,14,142,14,142
37,148,63,148,166,149,264,148,348,147,458,148,485,148,485,162
38,165,65,165,171,164,251,164,372,164,468,163,494,163,494,177
73,180,99,180,155,180,291,180,353,179,441,178,467,177,467,191
13,195,20,195,27,194,35,195,45,195,53,197,60,198,59,210
16,225,112,227,111,245,15,243,15,243,15,243,15,243,15,243
22,247,42,247,88,248,109,248,156,248,185,248,205,247,204,259
458,249,466,249,473,248,482,248,490,248,499,249,507,249,505,260
50,268,73,266,112,265,159,265,196,265,245,265,268,265,268,277
20,282,43,282,92,281,164,281,203,280,255,284,277,284,277,298
461,281,505,281,505,294,461,294,461,294,461,294,461,294,461,294
55,305,74,303,112,300,167,300,196,300,240,301,259,302,259,314
22,317,42,317,82,318,145,317,175,316,221,317,241,317,240,328
459,317,466,317,473,316,482,317,490,317,499,317,506,318,504,330
50,337,73,336,112,334,159,334,196,334,238,335,261,335,261,347
20,349,46,350,112,350,188,351,266,350,321,352,347,352,347,366
461,350,505,350,505,364,461,364,461,364,461,364,461,364,461,364
47,368,62,368,90,369,113,370,140,369,165,370,185,369,185,381
19,386,42,386,108,386,135,386,187,388,237,385,260,385,260,398
461,385,505,385,505,398,461,398,461,398,461,398,461,398,461,398
48,406,74,404,103,404,128,402,172,402,204,402,224,402,224,416
38,423,61,422,110,421,181,421,242,421,314,421,337,421,337,434
458,421,465,421,472,421,482,420,487,420,495,421,502,421,503,433
66,436,93,436,138,436,202,436,245,437,306,437,333,437,332,452
20,454,43,455,86,454,126,456,176,455,231,454,254,453,253,467
460,454,502,454,502,468,460,468,460,468,460,468,460,468,460,468
51,476,74,474,112,471,160,473,196,471,238,473,261,473,261,485
352,591,369,591,398,588,433,590,459,589,486,589,509,588,509,602
12,590,64,590,64,604,12,604,12,604,12,604,12,604,12,604
14,613,22,612,35,613,51,612,69,613,80,613,95,614,95,625
370,613,385,612,411,612,428,612,453,611,481,613,496,614,496,627
26,681,46,680,95,681,151,680,207,681,244,680,263,680,263,691
13,694,38,694,38,708,13,708,13,708,13,708,13,708,13,708
353,734,367,733,384,733,404,732,425,733,439,734,456,736,456,750
14,750,34,750,65,750,106,751,141,751,169,751,192,750,192,763
