425,10,529,10,529,24,425,24,425,24,425,24,425,24,425,24
20,13,39,14,66,14,93,14,117,14,154,14,174,14,174,26
418,26,530,26,530,39,418,39,418,39,418,39,418,39,418,39
17,29,170,29,170,45,17,45,17,45,17,45,17,45,17,45
383,40,400,40,434,42,460,42,481,42,509,42,532,42,532,56
15,50,33,50,67,50,95,49,116,48,140,50,163,52,163,65
217,54,336,54,336,74,217,74,217,74,217,74,217,74,217,74
15,88,33,86,51,84,80,83,102,84,117,84,140,85,140,98
298,82,465,82,465,97,298,97,298,97,298,97,298,97,298,97
18,106,29,106,50,106,73,106,93,106,114,106,134,107,135,121
18,129,58,129,58,142,18,142,18,142,18,142,18,142,18,142
211,130,229,129,264,131,283,129,312,129,337,129,360,129,360,141
72,148,98,148,194,149,254,148,347,148,440,150,466,150,466,164
45,165,71,166,170,165,259,166,372,164,428,164,454,163,454,177
18,173,536,175,535,196,18,194,18,194,18,194,18,194,18,194
26,197,49,196,86,194,111,194,139,195,177,195,200,196,200,209
20,225,116,227,115,245,19,243,19,243,19,243,19,243,19,243
18,247,381,247,381,263,18,263,18,263,18,263,18,263,18,263
463,247,470,247,477,247,486,247,494,247,503,248,510,249,508,261
54,267,77,266,116,265,157,266,200,265,244,266,267,266,266,278
34,282,54,282,78,283,122,283,158,283,200,282,220,281,219,292
465,281,509,281,509,294,465,294,465,294,465,294,465,294,465,294
55,306,78,302,93,299,122,299,148,299,174,301,197,303,197,316
25,315,47,315,75,316,129,316,149,315,191,316,214,315,213,329
464,317,470,317,477,316,488,317,493,317,503,317,510,318,508,330
55,337,78,336,118,333,163,333,200,333,241,334,264,334,264,348
24,351,47,351,78,350,116,351,146,351,179,350,202,349,201,362
465,350,509,350,509,364,465,364,465,364,465,364,465,364,465,364
71,368,94,368,143,369,188,368,252,367,308,369,331,369,330,382
23,386,46,386,86,386,150,385,177,385,227,385,250,384,249,398
465,385,509,385,509,398,465,398,465,398,465,398,465,398,465,398
52,405,78,404,118,402,157,402,205,402,241,402,267,403,267,417
356,591,373,591,402,588,437,590,463,589,490,589,513,588,513,602
16,590,68,590,68,604,16,604,16,604,16,604,16,604,16,604
18,612,26,612,39,613,53,611,71,613,85,613,97,614,98,625
374,613,389,612,415,612,434,612,457,611,485,613,500,614,500,627
27,634,53,634,98,633,152,634,197,634,260,633,286,633,286,647
17,650,110,650,110,665,17,665,17,665,17,665,17,665,17,665
25,690,178,690,178,704,25,704,25,704,25,704,25,704,25,704
358,732,457,732,457,746,358,746,358,746,358,746,358,746,358,746
18,750,38,750,69,750,110,751,144,751,175,751,198,750,197,763
