420,12,525,12,525,25,420,25,420,25,420,25,420,25,420,25
13,14,169,14,169,28,13,28,13,28,13,28,13,28,13,28
413,27,526,27,526,41,413,41,413,41,413,41,413,41,413,41
14,30,166,30,166,46,14,46,14,46,14,46,14,46,14,46
382,42,531,42,531,56,382,56,382,56,382,56,382,56,382,56
12,51,29,50,63,51,83,50,110,50,135,50,162,51,162,65
213,56,332,56,332,76,213,76,213,76,213,76,213,76,213,76
14,87,29,87,54,86,84,85,105,84,133,86,156,86,156,98
294,84,461,84,461,98,294,98,294,98,294,98,294,98,294,98
14,107,130,107,130,122,14,122,14,122,14,122,14,122,14,122
145,132,172,130,229,130,257,128,300,129,351,128,378,129,378,143
13,132,18,131,26,131,34,130,40,130,48,130,53,131,54,141
45,148,71,148,194,148,254,150,336,151,433,150,459,150,459,165
14,166,473,166,473,181,14,181,14,181,14,181,14,181,14,181
16,196,112,198,111,216,15,214,15,214,15,214,15,214,15,214
29,219,51,219,139,218,216,219,260,219,337,218,360,218,360,231
461,218,504,218,504,232,461,232,461,232,461,232,461,232,461,232
47,236,61,237,77,236,104,238,116,235,133,236,153,233,153,245
17,253,44,252,85,255,107,253,149,252,182,253,209,253,208,267
461,253,505,253,505,266,461,266,461,266,461,266,461,266,461,266
47,271,61,271,83,271,95,271,115,271,133,271,153,271,153,283
21,287,44,287,78,289,122,287,180,287,215,287,238,287,237,300
458,287,464,287,472,287,481,287,488,288,498,288,505,289,503,301
47,305,62,305,80,306,106,306,121,306,143,305,158,304,157,316
23,324,42,324,76,325,112,323,155,323,196,323,216,323,215,334
461,322,505,322,505,336,461,336,461,336,461,336,461,336,461,336
47,339,61,340,83,340,105,342,117,339,137,340,157,336,157,349
19,357,42,357,82,357,120,357,165,357,204,357,227,356,226,369
459,357,466,357,473,356,482,357,490,357,501,357,507,358,505,370
46,373,61,374,83,375,104,375,117,373,133,375,153,373,153,386
24,392,43,391,66,393,92,391,119,393,151,392,170,391,170,403
459,391,466,391,473,391,482,391,490,391,499,392,506,393,504,405
46,409,61,409,83,409,105,411,117,409,137,409,157,407,157,419
9,589,17,590,29,590,38,590,47,591,56,591,66,590,64,604
352,592,369,592,398,590,433,592,467,590,488,590,511,589,511,603
13,613,22,613,39,613,50,613,67,613,81,613,93,614,93,626
372,612,497,613,497,628,371,626,371,626,371,626,371,626,371,626
23,681,46,681,99,681,144,681,203,682,236,681,259,681,259,694
13,696,33,695,70,698,101,695,143,697,169,696,192,696,192,709
355,733,372,734,386,734,410,734,422,736,441,734,455,734,455,748
13,751,33,751,73,752,104,753,141,753,168,751,191,750,190,763
