415,9,430,9,447,9,467,9,489,9,506,9,524,9,524,22
14,12,34,12,60,13,86,13,111,12,148,13,167,13,167,24
412,25,524,25,524,38,412,38,412,38,412,38,412,38,412,38
12,28,164,28,164,44,12,44,12,44,12,44,12,44,12,44
381,40,530,40,530,54,381,54,381,54,381,54,381,54,381,54
10,49,161,47,161,61,10,63,10,63,10,63,10,63,10,63
210,53,329,53,329,73,210,73,210,73,210,73,210,73,210,73
12,86,27,85,63,84,89,84,115,84,144,84,163,85,163,96
292,82,460,84,459,98,291,96,291,96,291,96,291,96,291,96
14,105,23,105,45,105,68,106,87,105,108,107,130,106,131,119
34,127,57,127,113,129,177,127,273,127,313,128,336,129,336,142
37,147,63,147,180,147,254,148,369,147,454,148,481,148,481,163
36,165,62,165,154,164,251,164,340,164,445,163,471,163,471,177
13,194,109,196,109,213,13,211,13,211,13,211,13,211,13,211
12,217,322,217,322,232,12,232,12,232,12,232,12,232,12,232
457,217,464,217,471,217,481,217,488,216,498,217,505,218,503,230
46,232,61,233,94,233,111,235,137,234,169,234,187,234,186,247
21,252,41,251,70,253,91,252,130,252,149,252,169,250,169,262
457,253,465,253,472,252,481,252,491,252,498,253,506,254,504,264
45,272,71,270,90,267,113,268,140,268,168,270,185,271,184,285
460,285,504,285,504,298,460,298,460,298,460,298,460,298,460,298
12,286,236,286,236,301,12,301,12,301,12,301,12,301,12,301
46,307,69,304,87,302,112,302,131,302,156,304,176,305,176,319
21,320,41,321,82,322,127,321,172,322,216,321,236,320,235,332
457,321,463,321,471,321,481,321,488,320,498,321,505,322,503,334
46,337,58,338,80,338,103,340,113,338,136,338,151,335,150,348
19,355,42,355,72,354,118,355,153,355,204,354,227,353,226,367
460,354,504,354,504,368,460,368,460,368,460,368,460,368,460,368
45,371,60,371,78,372,103,373,118,371,145,371,157,370,157,383
15,388,41,388,64,389,106,389,131,388,163,388,189,388,188,402
458,389,504,389,504,402,458,402,458,402,458,402,458,402,458,402
47,407,59,407,80,407,103,409,114,407,140,407,152,406,151,418
9,600,61,600,61,613,9,613,9,613,9,613,9,613,9,613
350,602,367,601,395,599,429,601,457,601,485,599,508,598,508,611
14,622,21,622,34,622,49,622,67,623,80,623,92,623,91,635
370,622,494,622,494,637,370,637,370,637,370,637,370,637,370,637
357,733,456,733,456,748,357,748,357,748,357,748,357,748,357,748
13,749,33,750,63,751,103,751,133,751,164,750,184,748,183,760
