418,11,430,11,448,11,467,11,489,11,507,11,524,11,524,24
13,14,168,14,168,28,13,28,13,28,13,28,13,28,13,28
411,27,525,27,525,41,411,41,411,41,411,41,411,41,411,41
13,30,165,30,165,46,13,46,13,46,13,46,13,46,13,46
381,42,526,42,526,56,381,56,381,56,381,56,381,56,381,56
10,51,27,50,62,51,82,50,110,50,145,50,162,50,162,64
212,56,330,56,330,76,212,76,212,76,212,76,212,76,212,76
293,84,340,84,340,98,293,98,293,98,293,98,293,98,293,98
386,85,460,85,460,98,386,98,386,98,386,98,386,98,386,98
14,86,139,86,139,99,14,99,14,99,14,99,14,99,14,99
15,107,25,107,46,107,68,107,88,107,109,109,129,110,129,122
13,129,53,129,53,142,13,142,13,142,13,142,13,142,13,142
116,131,142,130,207,129,234,129,292,128,334,128,361,128,361,142
54,148,83,149,164,149,275,149,343,147,445,149,475,148,474,164
43,166,66,166,156,167,256,165,357,165,466,168,489,168,489,181
54,181,77,181,135,182,212,181,299,182,366,180,389,180,389,193
14,212,110,213,110,229,14,227,14,227,14,227,14,227,14,227
21,234,41,234,63,233,100,234,132,233,163,233,182,232,182,243
458,233,465,233,472,232,481,233,488,233,499,233,506,234,504,246
50,257,73,253,87,251,112,250,139,251,165,251,188,252,188,265
18,267,41,267,66,268,112,268,132,267,163,267,185,267,185,279
458,267,464,267,472,267,481,267,488,267,498,268,504,269,503,281
50,289,73,287,88,285,112,285,139,285,164,285,186,286,187,298
29,302,49,302,74,303,119,303,154,303,195,302,214,301,214,312
460,301,504,301,504,314,460,314,460,314,460,314,460,314,460,314
49,318,61,319,88,319,115,319,143,319,168,320,191,320,191,333
28,337,47,337,74,337,108,338,148,338,184,337,204,336,203,348
459,337,465,337,472,336,482,337,488,337,499,337,506,338,504,350
48,353,61,354,87,355,112,355,139,354,164,355,183,355,183,366
8,600,15,600,29,600,38,600,46,602,55,602,65,603,62,617
350,602,367,602,397,600,431,602,465,600,486,600,509,599,510,614
14,623,21,623,38,623,50,623,67,625,80,624,92,624,92,637
372,625,496,625,496,638,372,638,372,638,372,638,372,638,372,638
21,691,43,691,90,691,152,693,180,693,244,692,267,691,266,704
350,736,365,735,383,734,403,734,423,734,435,735,452,737,452,748
12,752,202,752,202,766,12,766,12,766,12,766,12,766,12,766
