418,10,524,10,524,24,418,24,418,24,418,24,418,24,418,24
12,13,166,13,166,26,12,26,12,26,12,26,12,26,12,26
412,26,525,26,525,40,412,40,412,40,412,40,412,40,412,40
12,29,163,29,163,45,12,45,12,45,12,45,12,45,12,45
381,41,526,41,526,56,381,56,381,56,381,56,381,56,381,56
10,50,161,48,161,62,10,64,10,64,10,64,10,64,10,64
210,54,329,54,329,74,210,74,210,74,210,74,210,74,210,74
292,82,338,82,338,97,292,97,292,97,292,97,292,97,292,97
13,84,135,83,136,97,13,98,13,98,13,98,13,98,13,98
385,85,394,85,407,85,420,85,436,85,446,85,458,85,458,97
12,107,32,106,44,106,68,107,87,106,107,108,130,108,131,122
118,131,141,130,182,128,231,129,279,129,332,129,355,129,355,141
12,129,52,129,52,142,12,142,12,142,12,142,12,142,12,142
56,148,82,148,176,147,264,149,347,148,457,147,483,147,483,161
24,163,50,163,121,164,189,164,250,164,329,164,355,164,355,179
13,196,109,197,109,214,13,213,13,213,13,213,13,213,13,213
38,219,61,218,138,217,199,217,257,218,345,217,368,216,368,230
457,218,464,218,471,217,480,218,489,218,497,219,504,219,501,231
46,233,60,234,90,234,110,234,133,234,157,236,177,237,177,251
21,252,41,253,70,254,111,253,148,253,193,253,213,252,213,264
457,253,463,253,471,253,481,253,487,253,498,253,504,254,503,266
48,275,71,272,87,270,116,270,137,270,174,270,189,270,189,282
19,286,42,286,78,288,107,287,129,286,169,286,192,285,192,299
460,286,501,286,501,300,460,300,460,300,460,300,460,300,460,300
48,308,71,306,99,304,114,303,141,303,168,305,191,306,191,318
16,318,42,320,63,323,98,322,129,321,169,321,195,321,195,335
457,322,464,322,471,321,480,322,489,322,497,323,504,323,501,335
46,338,58,339,80,340,101,341,122,339,133,339,153,338,153,350
19,356,42,356,75,356,120,355,170,355,220,355,243,355,242,368
457,355,463,355,471,355,479,355,489,355,496,356,502,357,500,369
48,376,71,374,99,372,115,373,147,373,168,373,191,374,191,386
18,392,41,391,67,391,108,390,150,390,176,390,199,389,198,403
460,390,502,390,502,404,460,404,460,404,460,404,460,404,460,404
55,409,78,409,134,408,167,407,216,407,258,410,281,411,281,424
17,425,40,425,76,425,128,425,168,425,208,425,231,425,231,437
458,425,465,425,472,424,481,425,488,425,498,425,505,426,503,438
74,445,100,444,131,442,183,442,240,442,294,442,321,443,321,457
39,458,65,458,122,459,178,460,261,459,332,459,358,459,358,473
457,459,463,459,470,459,477,459,481,459,490,462,496,465,492,476
63,476,86,476,142,478,201,475,229,476,300,477,323,478,323,491
9,601,61,601,61,616,9,616,9,616,9,616,9,616,9,616
351,601,507,601,507,616,351,616,351,616,351,616,351,616,351,616
13,623,21,623,34,624,49,624,65,623,78,623,91,623,91,634
370,624,494,624,494,637,370,637,370,637,370,637,370,637,370,637
17,690,43,690,90,690,147,690,191,692,221,690,247,689,247,704
353,735,365,734,382,734,403,732,423,733,436,734,453,736,453,750
11,749,31,750,70,750,102,751,133,751,168,751,191,750,190,763
