417,9,429,9,447,9,466,9,488,9,505,9,522,9,522,21
11,12,34,12,59,11,86,11,111,11,139,11,161,11,161,24
411,23,523,23,523,37,411,37,411,37,411,37,411,37,411,37
12,28,164,28,164,44,12,44,12,44,12,44,12,44,12,44
379,40,529,40,529,53,379,53,379,53,379,53,379,53,379,53
10,47,161,47,161,61,10,61,10,61,10,61,10,61,10,61
209,52,231,54,247,55,264,55,294,55,308,53,331,50,330,67
13,81,159,79,160,95,13,98,13,98,13,98,13,98,13,98
292,81,469,81,469,96,292,96,292,96,292,96,292,96,292,96
13,105,129,105,129,119,13,119,13,119,13,119,13,119,13,119
12,126,52,126,52,140,12,140,12,140,12,140,12,140,12,140
113,127,135,127,180,126,216,127,256,125,319,126,342,125,341,139
57,146,84,146,165,147,269,146,359,147,454,146,481,147,480,161
11,162,34,162,88,164,120,162,163,162,211,161,237,161,236,175
13,193,109,195,109,213,13,211,13,211,13,211,13,211,13,211
21,215,41,216,65,217,110,216,132,215,161,216,181,215,180,226
457,215,463,215,470,215,480,215,487,215,498,216,504,216,503,229
47,233,59,233,73,234,99,234,114,233,133,233,145,232,145,244
12,249,233,250,233,265,11,263,11,263,11,263,11,263,11,263
458,250,502,250,502,264,458,264,458,264,458,264,458,264,458,264
45,270,59,269,77,270,95,268,114,269,133,270,150,270,149,279
20,287,39,286,59,285,95,285,122,286,151,285,170,284,170,296
457,285,463,285,471,285,479,285,487,285,497,285,504,286,503,298
45,306,71,303,90,300,113,301,145,301,168,303,185,304,184,319
31,318,54,318,118,319,208,320,253,318,320,320,343,319,343,333
457,319,463,319,471,319,479,319,487,319,498,320,504,320,503,333
47,336,59,337,73,338,99,338,113,337,133,337,145,336,145,348
9,598,61,600,61,614,8,611,8,611,8,611,8,611,8,611
352,600,366,600,395,598,431,600,457,598,485,598,508,596,508,610
11,622,19,622,35,621,48,621,67,623,79,623,91,623,91,634
369,622,384,621,409,622,427,621,451,621,479,622,496,623,496,636
379,731,394,731,409,731,426,731,443,731,459,733,477,735,478,748
9,747,31,748,63,749,96,749,133,749,167,749,189,749,189,762
