421,9,433,9,455,9,469,9,492,9,509,9,526,9,526,21
14,12,170,12,170,25,14,25,14,25,14,25,14,25,14,25
414,23,527,23,527,37,414,37,414,37,414,37,414,37,414,37
14,28,166,28,166,44,14,44,14,44,14,44,14,44,14,44
383,38,529,38,529,53,383,53,383,53,383,53,383,53,383,53
14,47,163,47,163,61,14,61,14,61,14,61,14,61,14,61
211,53,234,55,251,55,268,55,296,55,312,53,335,50,333,67
13,84,30,83,67,83,87,82,115,83,151,82,171,82,170,94
294,81,472,81,472,96,294,96,294,96,294,96,294,96,294,96
16,105,131,105,131,119,16,119,16,119,16,119,16,119,16,119
14,126,54,126,54,140,14,140,14,140,14,140,14,140,14,140
156,129,182,128,222,126,273,126,331,126,374,126,400,126,401,140
60,146,86,146,192,148,285,146,339,146,450,146,476,146,476,160
14,166,19,166,30,164,40,164,49,164,60,164,71,165,70,174
16,193,113,195,113,213,15,211,15,211,15,211,15,211,15,211
24,215,43,215,69,215,103,216,142,215,175,216,194,215,194,227
460,215,466,215,473,215,482,215,492,215,500,216,506,217,504,229
47,234,70,233,95,233,130,232,145,234,180,233,200,234,200,247
21,249,44,250,75,251,116,251,163,250,197,250,220,249,220,263
462,250,506,250,506,264,462,264,462,264,462,264,462,264,462,264
47,268,70,268,95,268,128,268,145,269,171,267,195,267,195,280
25,285,45,285,71,285,116,286,153,286,192,285,212,284,211,296
462,284,506,284,506,297,462,297,462,297,462,297,462,297,462,297
49,302,61,302,80,302,99,302,121,303,142,301,154,301,154,313
24,319,44,320,83,321,127,320,175,319,223,320,242,319,242,331
461,319,468,319,474,319,483,319,491,319,501,320,507,321,505,333
47,337,70,337,95,337,128,336,145,337,178,337,201,338,201,350
13,598,64,598,64,612,13,612,13,612,13,612,13,612,13,612
356,598,510,598,510,614,356,614,356,614,356,614,356,614,356,614
14,621,24,621,35,621,51,621,67,622,76,621,88,621,88,634
369,620,386,620,414,620,431,620,453,620,481,620,498,620,498,635
390,731,399,731,416,731,427,731,440,731,454,731,469,731,469,744
16,749,35,749,66,749,110,749,136,749,171,750,190,750,190,761
