Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy,Test Accuracy
1,24.178564071655273,1374.6334228515625,0.8473739866055693,0.844396551724138,0.8444632290786137
2,1329.515869140625,167.01695251464844,0.8413817412759957,0.8323275862068965,0.8326289095519864
3,172.1862030029297,315.80755615234375,0.48334508283397953,0.47974137931034483,0.47633136094674555
4,286.867431640625,76.61082458496094,0.549524145223828,0.5422413793103448,0.5338123415046492
5,71.6329345703125,315.0291748046875,0.539918928445541,0.5396551724137931,0.5443786982248521
6,283.25286865234375,58.29495620727539,0.6187874515333098,0.6297413793103448,0.625105663567202
7,55.49437713623047,40.08658981323242,0.7237398660556926,0.7245689655172414,0.7269653423499577
8,39.25248336791992,5.007134437561035,0.8145928798026084,0.8137931034482758,0.8055790363482671
9,6.037342548370361,3.0172228813171387,0.8279873105393021,0.8262931034482759,0.8224852071005917
10,4.387512683868408,2.766089677810669,0.8394430736693691,0.8400862068965518,0.834319526627219
11,3.7211754322052,2.2624950408935547,0.851163200563976,0.8482758620689655,0.849112426035503
12,2.6406118869781494,3.238144874572754,0.8308953119492422,0.8293103448275863,0.8262890955198647
13,3.2833755016326904,2.530255079269409,0.8553930207966162,0.8521551724137931,0.8512256973795436
14,2.205389976501465,1.8598171472549438,0.8557455058160028,0.8530172413793103,0.8516483516483516
15,1.6182492971420288,1.046223521232605,0.8557455058160028,0.8530172413793103,0.8516483516483516
16,1.1058640480041504,0.6767715215682983,0.8528375044060628,0.8469827586206896,0.8453085376162299
17,0.8083583116531372,0.5529067516326904,0.8525731406415228,0.846551724137931,0.8431952662721893
18,0.7089561820030212,0.6594774127006531,0.8407648924920691,0.8353448275862069,0.8292476754015216
19,0.8684173226356506,0.6245096325874329,0.8464927740571025,0.8366379310344828,0.834319526627219
20,0.8091084361076355,0.5390440225601196,0.8442016214310892,0.8327586206896552,0.8300929839391378
21,0.7036013007164001,0.4944646954536438,0.8426154388438492,0.8357758620689655,0.8326289095519864
22,0.6326156258583069,0.4678487181663513,0.8455234402537892,0.8426724137931034,0.8351648351648352
23,0.5704047679901123,0.45792993903160095,0.8508107155445893,0.8487068965517242,0.8444632290786137
24,0.5187042355537415,0.44517868757247925,0.8567148396193162,0.8543103448275862,0.8524936601859678
25,0.48259541392326355,0.4320352375507355,0.8571554458935495,0.8547413793103448,0.8533389687235841
26,0.4592510759830475,0.4196118712425232,0.8571554458935495,0.8547413793103448,0.8537616229923922
27,0.4396401345729828,0.4114902913570404,0.8572435671483962,0.8538793103448276,0.852916314454776
28,0.4242764711380005,0.4032228887081146,0.8571554458935495,0.8547413793103448,0.8537616229923922
29,0.41522592306137085,0.39792773127555847,0.8573316884032428,0.8547413793103448,0.8537616229923922
30,0.4032956659793854,0.39397668838500977,0.8573316884032428,0.8547413793103448,0.8537616229923922
31,0.3896806240081787,0.3909134566783905,0.8573316884032428,0.8547413793103448,0.8537616229923922
32,0.3829333782196045,0.3896006941795349,0.8573316884032428,0.8547413793103448,0.8537616229923922
33,0.3820120394229889,0.38819822669029236,0.8572435671483962,0.8547413793103448,0.8537616229923922
34,0.3819001317024231,0.3869176506996155,0.8574198096580895,0.8547413793103448,0.8537616229923922
35,0.38016775250434875,0.3848232924938202,0.8574198096580895,0.8547413793103448,0.8533389687235841
36,0.37828201055526733,0.3824729025363922,0.8572435671483962,0.8543103448275862,0.8537616229923922
37,0.37714946269989014,0.3857898712158203,0.8571554458935495,0.8543103448275862,0.8537616229923922
38,0.3722924590110779,0.3763103187084198,0.8572435671483962,0.8547413793103448,0.8537616229923922
39,0.3712475895881653,0.3759032189846039,0.8574198096580895,0.8547413793103448,0.8537616229923922
40,0.36680468916893005,0.37555283308029175,0.8574198096580895,0.8547413793103448,0.8537616229923922
41,0.36573562026023865,0.3749261498451233,0.8574198096580895,0.8547413793103448,0.8537616229923922
42,0.3649606704711914,0.3737194836139679,0.8520444131124427,0.8508620689655172,0.849112426035503
43,0.3639585077762604,0.3716762065887451,0.8512513218188227,0.85,0.8482671174978867
44,0.3621360957622528,0.36763718724250793,0.8523087768769827,0.8508620689655172,0.849112426035503
45,0.3583488166332245,0.36258313059806824,0.8574198096580895,0.8547413793103448,0.8537616229923922
46,0.3531084954738617,0.3573039472103119,0.8574198096580895,0.8547413793103448,0.8537616229923922
47,0.3481077551841736,0.3548489809036255,0.8574198096580895,0.8547413793103448,0.8537616229923922
48,0.3454142212867737,0.35520124435424805,0.8574198096580895,0.8547413793103448,0.8537616229923922
49,0.34476765990257263,0.3569069504737854,0.8574198096580895,0.8547413793103448,0.8537616229923922
50,0.345574289560318,0.3546861708164215,0.8574198096580895,0.8547413793103448,0.8537616229923922
51,0.3430197834968567,0.3485128879547119,0.8574198096580895,0.8547413793103448,0.8537616229923922
52,0.3374413549900055,0.34290048480033875,0.8574198096580895,0.8547413793103448,0.8537616229923922
53,0.3324747085571289,0.3405390679836273,0.8574198096580895,0.8547413793103448,0.8537616229923922
54,0.33028069138526917,0.3391338884830475,0.8574198096580895,0.8547413793103448,0.8537616229923922
55,0.3287581503391266,0.3378658592700958,0.8574198096580895,0.8547413793103448,0.8537616229923922
56,0.3274514973163605,0.3361063599586487,0.8574198096580895,0.8547413793103448,0.8537616229923922
57,0.3256799280643463,0.33366960287094116,0.8574198096580895,0.8547413793103448,0.8537616229923922
58,0.3230745196342468,0.33117836713790894,0.8574198096580895,0.8547413793103448,0.8537616229923922
59,0.3197958171367645,0.3292895555496216,0.8574198096580895,0.8547413793103448,0.8537616229923922
60,0.31681156158447266,0.3284062147140503,0.8574198096580895,0.8547413793103448,0.8537616229923922
61,0.31463542580604553,0.32889896631240845,0.8574198096580895,0.8547413793103448,0.8537616229923922
62,0.3138763904571533,0.3299121856689453,0.8574198096580895,0.8547413793103448,0.8537616229923922
63,0.3144618272781372,0.32748961448669434,0.8574198096580895,0.8547413793103448,0.8537616229923922
64,0.3120653033256531,0.32361456751823425,0.8553048995417695,0.8530172413793103,0.8512256973795436
65,0.30850669741630554,0.3219831585884094,0.8562742333450828,0.8538793103448276,0.8516483516483516
66,0.3073011636734009,0.3213091492652893,0.8562742333450828,0.8538793103448276,0.8516483516483516
67,0.30676308274269104,0.32043129205703735,0.8564504758547762,0.8538793103448276,0.8516483516483516
68,0.3056418299674988,0.3190024793148041,0.8564504758547762,0.8538793103448276,0.8516483516483516
69,0.3036881685256958,0.3173951208591461,0.8564504758547762,0.8538793103448276,0.8516483516483516
70,0.3015785217285156,0.31619858741760254,0.8564504758547762,0.8538793103448276,0.8516483516483516
71,0.29994332790374756,0.3159867525100708,0.8562742333450828,0.8538793103448276,0.8516483516483516
72,0.2994156777858734,0.3149884343147278,0.8562742333450828,0.8538793103448276,0.8516483516483516
73,0.29830417037010193,0.31227362155914307,0.8562742333450828,0.8538793103448276,0.8516483516483516
74,0.2957371175289154,0.3106362819671631,0.8564504758547762,0.8538793103448276,0.8516483516483516
75,0.29437798261642456,0.30912667512893677,0.8563623545999295,0.8538793103448276,0.8516483516483516
