421,6,526,6,526,20,421,20
14,9,170,9,170,22,14,22
414,22,528,22,528,36,414,36
14,25,167,25,167,41,14,41
384,37,530,37,530,52,384,52
14,46,163,44,164,58,14,60
214,50,333,50,333,70,214,70
15,79,143,77,144,93,16,94
294,78,472,78,472,93,294,93
16,102,131,102,131,117,16,117
173,125,346,123,346,138,173,140
14,125,56,125,56,138,14,138
16,144,522,144,522,160,16,160
14,161,250,158,250,173,14,177
16,191,113,193,113,210,15,209
14,210,201,213,201,229,14,226
462,213,506,213,506,226,462,226
50,230,280,230,280,246,50,246
14,249,314,249,314,264,14,264
462,249,506,249,506,261,462,261
50,265,279,262,280,278,50,282
14,280,262,282,262,298,14,295
462,282,506,282,506,296,462,296
50,299,279,297,280,313,50,315
16,315,193,317,193,333,15,331
462,317,506,317,506,330,462,330
50,334,279,331,280,347,50,351
14,352,392,352,392,368,14,368
462,352,506,352,506,364,462,364
50,368,246,368,246,384,50,384
14,386,362,386,362,402,14,402
462,386,506,386,506,400,462,400
50,401,246,403,246,420,50,418
355,597,510,595,510,610,356,613
13,597,64,597,64,610,13,610
14,616,95,620,94,635,14,631
373,620,497,620,497,633,373,633
369,729,447,727,448,744,369,746
14,746,201,748,201,763,14,761
