420,10,524,10,524,24,420,24
13,13,168,13,168,26,13,26
413,26,525,26,525,40,413,40
13,29,165,29,165,45,13,45
381,41,530,41,530,56,381,56
11,50,161,48,161,62,12,64
212,54,330,54,330,74,212,74
14,81,145,82,145,100,14,98
293,82,469,82,469,97,293,97
14,106,125,106,125,121,14,121
13,129,338,129,338,144,13,144
13,146,522,149,522,165,13,161
14,162,230,162,230,180,14,180
14,196,110,197,110,214,14,213
13,217,196,217,196,233,13,233
460,217,504,217,504,230,460,230
48,234,152,234,152,250,48,250
13,250,234,253,234,268,13,265
460,253,504,253,504,265,460,265
49,267,156,270,155,287,48,283
13,284,226,286,226,302,13,299
460,286,504,286,504,300,460,300
48,304,152,304,152,320,48,320
13,320,178,323,178,337,13,334
460,321,504,321,504,334,460,334
48,338,156,338,156,354,48,354
12,354,324,356,323,372,11,370
460,356,504,356,504,368,460,368
49,370,156,373,155,389,49,386
10,601,62,601,62,616,10,616
353,601,507,601,507,616,353,616
13,620,92,624,91,639,12,635
371,624,495,624,495,637,371,637
358,732,457,734,457,750,358,748
12,750,202,752,202,767,11,765
