420,12,525,12,525,25,420,25
13,14,169,14,169,28,13,28
413,27,525,27,525,41,413,41
14,30,166,30,166,46,14,46
382,42,528,44,527,57,382,56
13,50,162,50,162,65,13,65
213,56,332,56,332,76,213,76
14,84,122,83,122,98,14,100
294,84,461,84,461,98,294,98
14,107,130,107,130,122,14,122
14,127,342,129,342,145,14,142
14,147,524,149,523,166,14,164
14,163,310,166,310,183,14,180
16,196,112,198,111,216,15,214
14,218,222,218,222,234,14,234
461,218,504,218,504,232,461,232
49,234,311,234,311,250,49,250
14,253,265,253,265,269,14,269
461,254,504,254,504,266,461,266
49,269,284,269,284,286,49,286
13,288,293,288,293,302,13,302
461,288,504,288,504,300,461,300
49,304,242,304,242,320,49,320
14,322,264,322,264,338,14,338
461,322,504,322,504,336,461,336
49,338,284,338,284,354,49,354
12,601,64,601,64,616,12,616
354,601,509,601,509,617,354,617
13,624,86,624,86,638,13,638
372,622,497,624,497,638,371,637
351,734,479,730,480,748,352,752
13,752,204,752,204,766,13,766
