418,9,524,9,524,21,418,21
11,11,166,9,166,23,12,25
411,23,523,23,523,37,411,37
12,28,164,28,164,44,12,44
379,40,525,40,525,53,379,53
10,47,161,47,161,61,10,61
210,56,329,52,329,72,210,76
13,81,121,81,121,96,13,96
292,81,458,81,458,96,292,96
13,105,129,105,129,119,13,119
12,126,52,126,52,140,12,140
124,126,384,126,384,142,124,142
13,145,534,145,534,162,13,162
12,164,174,164,174,178,12,178
13,194,109,195,109,213,13,211
12,214,194,216,194,232,11,230
458,216,502,216,502,228,458,228
48,233,150,233,150,248,48,248
12,249,233,250,233,265,11,263
460,250,502,250,502,264,460,264
48,264,155,269,154,284,47,280
12,283,225,285,225,300,11,297
458,285,502,285,502,297,458,297
48,301,150,301,150,317,48,317
12,316,177,320,177,336,11,332
458,320,502,320,502,332,458,332
48,336,154,336,154,352,48,352
9,598,61,600,61,614,8,611
352,598,508,598,508,614,352,614
12,618,92,623,91,637,11,633
370,620,494,621,494,636,370,634
357,732,456,732,456,748,357,748
12,749,197,749,197,764,12,764
