420,12,524,12,524,25,420,25
13,14,168,14,168,28,13,28
411,27,525,27,525,41,411,41
13,30,165,30,165,46,13,46
381,42,528,42,528,56,381,56
12,50,161,50,161,65,12,65
212,56,330,56,330,76,212,76
14,84,161,83,161,98,14,100
293,84,341,84,341,98,293,98
386,85,470,85,470,98,386,98
14,107,129,107,129,122,14,122
13,129,53,129,53,142,13,142
172,129,437,129,437,145,172,145
13,149,509,149,509,165,13,165
13,164,421,164,421,181,13,181
14,197,110,199,110,216,14,214
13,218,196,218,196,234,13,234
460,218,504,218,504,232,460,232
48,236,152,236,152,252,48,252
13,251,234,253,234,269,13,266
460,253,504,253,504,266,460,266
49,268,156,271,155,288,48,285
13,286,226,288,226,302,13,301
460,288,504,288,504,300,460,300
49,305,152,305,152,320,49,320
13,320,197,322,197,338,13,336
460,322,502,322,502,336,460,336
48,340,156,340,156,356,48,356
12,357,249,357,249,372,12,372
460,357,504,357,504,369,460,369
49,372,156,374,155,390,49,387
13,392,308,392,308,408,13,408
460,392,504,392,504,404,460,404
48,408,260,408,260,424,48,424
10,600,63,603,62,616,10,614
353,601,509,601,509,617,353,617
13,624,92,624,92,638,13,638
372,625,496,625,496,638,372,638
20,692,186,692,186,706,20,706
358,734,456,734,456,750,358,750
12,752,202,752,202,768,12,768
