421,9,525,9,525,21,421,21
13,11,169,9,169,23,13,25
413,23,526,23,526,37,413,37
14,28,166,28,166,44,14,44
382,38,530,40,530,55,382,54
13,47,162,47,162,61,13,61
213,53,332,53,332,73,213,73
14,81,126,81,126,96,14,96
294,81,470,81,470,96,294,96
14,105,130,105,130,119,14,119
13,126,54,126,54,140,13,140
174,126,436,126,436,142,174,142
14,146,537,146,537,162,14,162
14,161,340,162,339,178,14,177
16,193,112,195,111,213,15,211
14,216,309,216,309,230,14,230
461,216,505,216,505,228,461,228
49,232,298,232,298,248,49,248
14,248,273,250,273,266,14,263
461,250,505,250,505,264,461,264
49,265,196,269,195,285,49,281
14,283,228,285,227,300,14,297
461,285,505,285,505,297,461,297
49,301,298,301,298,317,49,317
14,318,236,320,235,334,14,332
461,320,505,320,505,332,461,332
50,333,157,337,157,353,50,349
13,353,197,353,197,369,13,369
461,353,505,353,505,366,461,366
49,370,189,370,189,386,49,386
14,389,197,389,197,403,14,403
461,389,502,389,502,401,461,401
50,405,196,405,196,421,50,421
12,598,64,598,64,613,12,613
354,598,509,598,509,614,354,614
13,619,93,622,93,636,12,633
372,619,497,621,497,636,371,634
355,731,459,727,460,744,356,748
14,747,200,749,199,764,14,763
