417,10,522,10,522,24,417,24
10,13,166,13,166,26,10,26
410,26,522,26,522,40,410,40
10,29,162,29,162,45,10,45
380,41,525,41,525,56,380,56
10,50,159,48,160,62,10,64
210,54,328,54,328,74,210,74
290,82,337,82,337,97,290,97
12,84,158,84,158,98,12,98
385,85,458,85,458,97,385,97
12,106,127,106,127,121,12,121
187,129,494,127,494,143,188,145
10,129,52,129,52,141,10,141
12,148,533,148,533,164,12,164
12,165,221,165,221,180,12,180
12,195,109,198,109,216,11,213
10,217,402,217,402,233,10,233
458,217,521,217,521,230,458,230
36,233,165,233,165,248,36,248
50,250,257,250,257,268,50,268
10,269,248,269,248,284,10,284
458,269,502,269,502,281,458,281
46,285,196,285,196,301,46,301
10,300,226,302,226,318,10,315
458,302,502,302,502,316,458,316
46,318,186,321,186,337,46,334
12,337,276,337,276,353,12,353
458,337,502,337,502,350,458,350
46,354,146,354,146,370,46,370
10,373,362,373,362,388,10,388
458,373,497,373,497,385,458,385
46,388,196,388,196,405,46,405
9,601,60,601,60,616,9,616
352,601,506,601,506,616,352,616
10,620,91,624,90,639,10,635
369,624,493,624,493,637,369,637
345,734,458,734,458,747,345,747
10,750,197,752,197,767,10,765
