421,8,525,8,525,21,421,21
14,10,170,10,170,24,14,24
414,23,526,23,526,37,414,37
14,26,166,26,166,42,14,42
384,38,530,40,530,54,383,52
14,46,163,46,163,61,14,61
214,51,331,51,331,71,214,71
16,80,166,80,166,96,16,96
294,80,341,80,341,94,294,94
389,81,462,81,462,94,389,94
16,103,131,103,131,118,16,118
208,125,473,125,473,141,208,141
14,126,56,126,56,138,14,138
16,145,501,145,501,161,16,161
16,161,470,161,470,177,16,177
16,192,113,194,113,212,15,210
14,212,213,214,213,230,14,227
462,214,505,214,505,228,462,228
50,231,279,229,280,245,50,247
14,246,262,249,262,265,14,262
462,249,506,249,506,262,462,262
50,266,279,263,280,279,50,283
14,284,210,284,210,298,14,298
462,284,504,284,504,296,462,296
50,301,279,297,280,313,50,316
14,318,362,318,362,334,14,334
462,318,506,318,506,332,462,332
50,334,246,334,246,350,50,350
14,351,193,353,193,368,14,365
461,353,506,353,506,365,461,365
50,369,280,369,280,385,50,385
14,384,361,388,361,404,14,399
462,388,504,388,504,400,462,400
50,404,246,404,246,420,50,420
356,597,510,597,510,613,356,613
13,598,64,598,64,612,13,612
14,618,95,621,94,635,14,632
373,621,497,621,497,634,373,634
369,730,447,728,448,745,369,747
14,747,201,747,201,763,14,763
