420,6,525,6,525,20,420,20
13,9,169,9,169,22,13,22
413,22,526,22,526,36,413,36
14,25,166,25,166,41,14,41
382,37,525,37,525,52,382,52
13,46,162,44,162,58,13,60
213,50,332,50,332,70,213,70
14,78,134,78,134,94,14,94
294,78,461,78,461,93,294,93
14,102,130,102,130,117,14,117
193,124,461,124,461,140,193,140
14,125,52,125,52,137,14,137
14,143,542,145,542,160,14,159
14,158,165,162,165,177,14,174
16,190,112,194,111,212,15,209
14,210,261,213,261,229,14,226
461,213,505,213,505,226,461,226
49,230,280,230,280,246,49,246
14,246,213,249,213,264,14,261
461,249,505,249,505,261,461,261
49,265,258,262,258,279,49,282
13,280,216,282,215,298,13,295
461,282,505,282,505,296,461,296
49,300,258,296,258,313,49,316
354,596,509,596,509,612,354,612
12,597,64,597,64,610,12,610
13,616,93,620,93,635,12,631
372,620,497,620,497,633,372,633
372,728,450,730,450,745,371,743
13,746,203,746,203,762,13,762
