421,8,525,8,525,21,421,21
13,11,169,9,169,23,13,25
413,23,526,23,526,37,413,37
14,28,166,28,166,44,14,44
382,38,530,38,530,53,382,53
13,47,162,47,162,61,13,61
213,53,332,53,332,73,213,73
14,81,143,81,143,96,14,96
294,81,341,81,341,96,294,96
387,82,470,82,470,96,387,96
14,105,130,105,130,119,14,119
13,126,54,126,54,140,13,140
146,126,425,126,425,142,146,142
14,146,512,146,512,164,14,164
14,161,528,161,528,178,14,178
14,178,92,178,92,193,14,193
16,208,112,211,111,228,15,225
14,229,272,229,272,245,14,245
461,229,505,229,505,242,461,242
49,246,297,246,297,262,49,262
14,265,401,265,401,280,14,280
461,265,504,265,504,277,461,277
40,280,196,280,196,294,40,294
49,297,150,297,150,314,49,314
13,316,207,316,207,330,13,330
461,316,505,316,505,328,461,328
49,333,150,333,150,348,49,348
14,347,236,349,235,365,14,362
461,349,505,349,505,362,461,362
49,365,193,368,193,384,49,381
13,384,210,384,210,400,13,400
461,385,505,385,505,397,461,397
49,401,193,401,193,417,49,417
12,598,64,598,64,613,12,613
354,598,509,598,509,614,354,614
13,619,93,622,93,636,12,633
372,619,497,621,497,636,371,634
21,663,273,666,273,682,21,679
21,687,186,687,186,701,21,701
365,732,461,732,461,745,365,745
14,747,204,749,203,764,14,763
