420,9,525,9,525,22,420,22
13,11,169,12,169,25,13,25
413,25,526,25,526,38,413,38
13,29,166,27,166,43,13,45
382,40,525,40,525,54,382,54
13,49,162,47,162,61,13,63
213,53,332,53,332,73,213,73
293,81,470,82,470,97,293,95
14,83,170,81,170,95,14,97
14,105,130,105,130,121,14,121
14,128,54,128,54,141,14,141
252,128,438,128,438,142,252,142
14,144,525,147,525,164,14,161
14,164,347,164,347,178,14,178
16,195,112,196,111,213,15,211
14,214,201,217,201,232,14,229
461,217,505,217,505,229,461,229
50,233,224,233,224,249,50,249
13,250,261,252,261,266,13,265
461,252,505,252,505,264,461,264
49,268,223,265,224,281,49,285
461,285,505,285,505,298,461,298
13,286,280,286,280,301,13,301
49,302,145,302,145,318,49,318
14,321,390,321,390,336,14,336
461,321,505,321,505,333,461,333
49,337,145,337,145,353,49,353
13,352,224,354,223,370,13,368
461,354,505,354,505,368,461,368
49,372,223,369,224,386,49,388
14,389,209,389,209,405,14,405
461,389,502,389,502,402,461,402
49,406,224,406,224,422,49,422
12,600,64,600,64,614,12,614
354,600,509,600,509,616,354,616
13,620,93,624,93,638,12,634
371,622,497,622,497,636,371,636
380,733,450,733,450,748,380,748
13,750,200,750,200,765,13,765
