418,10,522,10,522,24,418,24
12,13,166,13,166,26,12,26
412,26,524,26,524,40,412,40
12,29,163,29,163,45,12,45
381,41,526,41,526,56,381,56
10,50,161,48,161,62,10,64
210,54,329,54,329,74,210,74
13,85,145,81,145,97,13,100
292,82,340,82,340,97,292,97
386,84,469,84,469,97,386,97
13,106,129,106,129,121,13,121
11,129,215,127,216,143,12,144
13,148,521,148,521,164,13,164
13,164,465,164,465,180,13,180
13,195,109,196,109,214,13,213
12,217,402,217,402,233,12,233
459,217,522,217,522,230,459,230
37,233,166,233,166,248,37,248
48,250,254,250,254,266,48,266
12,268,234,268,234,284,12,284
460,269,502,269,502,281,460,281
48,285,197,285,197,301,48,301
12,301,277,302,277,318,11,316
458,302,504,302,504,316,458,316
48,316,147,320,146,337,47,333
12,337,249,337,249,353,12,353
460,337,504,337,504,350,460,350
48,354,198,354,198,370,48,370
351,601,507,599,508,614,352,617
9,601,61,601,61,614,9,614
12,621,92,623,91,638,11,635
370,621,494,623,494,637,370,635
346,733,462,733,462,748,346,748
12,750,197,750,197,766,12,766
