421,10,526,10,526,24,421,24
14,13,170,13,170,26,14,26
414,26,527,26,527,39,414,39
14,29,166,29,166,45,14,45
384,41,529,41,529,56,384,56
14,49,164,49,164,64,14,64
214,54,333,54,333,74,214,74
294,82,462,82,462,97,294,97
16,84,142,84,142,98,16,98
16,105,132,107,131,121,15,119
130,128,396,128,396,144,130,144
14,129,56,129,56,141,14,141
16,148,533,148,533,164,16,164
16,162,230,164,230,181,15,179
16,195,113,197,113,214,15,213
14,214,178,217,178,233,14,230
462,217,506,217,506,230,462,230
50,234,285,234,285,250,50,250
14,253,362,251,362,267,14,269
462,252,506,252,506,265,462,265
50,269,258,265,258,282,50,286
14,284,198,286,198,302,14,300
462,286,504,286,504,300,462,300
48,303,201,299,201,315,49,320
16,318,220,321,219,337,15,334
462,321,506,321,506,334,462,334
50,339,201,336,201,352,50,355
13,588,64,591,63,604,12,602
356,589,510,589,510,605,356,605
14,612,94,612,94,626,14,626
374,610,498,612,498,626,374,625
22,631,221,634,221,650,22,647
22,654,162,656,162,672,22,670
21,678,301,678,301,694,21,694
14,694,44,694,44,706,14,706
370,733,483,731,484,747,370,749
14,750,201,750,201,766,14,766
