420,12,525,12,525,25,420,25
13,14,168,14,168,28,13,28
411,27,525,27,525,41,411,41
13,30,165,30,165,46,13,46
381,42,529,44,529,58,381,56
12,50,161,50,161,65,12,65
212,56,330,56,330,76,212,76
14,84,154,83,154,98,14,100
293,84,460,84,460,98,293,98
14,107,129,107,129,122,14,122
13,129,53,129,53,142,13,142
130,129,396,129,396,145,130,145
13,149,530,149,530,165,13,165
14,164,345,164,345,180,14,180
14,197,110,199,110,216,14,214
13,216,212,218,211,234,13,231
460,218,504,218,504,232,460,232
49,236,278,233,278,249,49,252
13,252,312,254,311,269,13,267
460,254,504,254,504,266,460,266
49,269,278,269,278,286,49,286
13,285,261,288,261,304,13,301
460,288,504,288,504,300,460,300
47,304,278,302,278,318,48,320
13,322,360,322,360,338,13,338
460,322,504,322,504,336,460,336
48,338,244,338,244,356,48,356
12,355,190,357,190,372,11,369
460,357,504,357,504,369,460,369
49,373,278,373,278,389,49,389
353,601,509,601,509,617,353,617
10,602,62,602,62,616,10,616
13,624,93,624,93,638,13,638
372,625,496,625,496,638,372,638
366,734,442,732,443,749,366,751
12,751,198,751,198,767,12,767
