418,9,524,9,524,22,418,22
12,11,166,12,166,25,12,25
411,25,523,25,523,38,411,38
12,28,164,28,164,44,12,44
381,39,528,41,527,56,381,55
10,49,161,47,161,61,10,63
210,53,329,53,329,73,210,73
13,81,121,81,121,97,13,97
292,82,458,84,458,97,291,96
13,105,129,105,129,121,13,121
115,128,399,126,400,142,116,143
12,128,52,128,52,141,12,141
13,146,518,146,518,162,13,162
13,162,484,162,484,178,13,178
13,194,109,196,109,213,13,211
12,214,198,217,198,232,11,229
458,217,502,217,502,229,458,229
48,233,277,233,277,249,48,249
12,252,206,252,206,266,12,266
458,252,501,252,501,264,458,264
47,268,277,264,277,281,48,284
12,285,388,285,388,301,12,301
458,285,502,285,502,298,458,298
48,302,244,302,244,318,48,318
12,320,310,320,310,336,12,336
458,321,502,321,502,333,458,333
47,337,277,333,277,350,48,354
12,354,358,354,358,370,12,370
458,354,502,354,502,368,458,368
48,370,244,370,244,386,48,386
12,387,189,389,189,405,11,403
458,389,502,389,502,402,458,402
48,406,277,406,277,422,48,422
9,600,61,600,61,613,9,613
352,600,508,600,508,614,352,614
12,618,92,623,91,638,11,634
370,622,494,622,494,636,370,636
366,732,441,729,441,746,366,749
12,749,197,750,197,766,11,764
