418,8,524,8,524,21,418,21
12,10,168,10,168,24,12,24
411,23,525,23,525,37,411,37
12,26,163,26,163,42,12,42
381,38,529,40,529,54,381,52
10,46,161,46,161,61,10,61
210,51,329,51,329,71,210,71
13,80,129,79,129,94,13,96
292,80,338,80,338,94,292,94
386,81,460,81,460,94,386,94
13,103,129,103,129,118,13,118
117,125,394,125,394,141,117,141
12,126,52,126,52,138,12,138
13,145,509,145,509,161,13,161
12,162,230,162,230,177,12,177
13,192,109,194,109,212,13,210
12,214,194,214,194,230,12,230
460,214,504,214,504,228,460,228
48,232,144,232,144,248,48,248
12,247,233,249,233,265,11,262
460,249,504,249,504,262,460,262
48,264,148,268,147,284,47,280
12,282,225,284,225,298,11,296
460,284,504,284,504,296,460,296
48,301,144,301,144,316,48,316
12,316,196,318,195,334,11,332
460,318,501,318,501,332,460,332
48,334,184,335,183,352,47,350
12,353,196,353,196,368,12,368
458,353,501,353,501,365,458,365
48,367,148,370,147,386,47,383
12,388,322,388,322,404,12,404
460,388,504,388,504,400,460,400
48,402,148,405,147,421,47,418
353,597,508,597,508,613,353,613
9,598,61,598,61,612,9,612
12,618,92,621,91,635,11,632
370,621,494,621,494,634,370,634
382,730,434,730,434,744,382,744
12,748,197,748,197,764,12,764
