421,12,526,12,526,25,421,25
14,15,170,14,170,27,14,29
414,29,526,29,526,41,414,41
14,32,166,32,166,48,14,48
384,42,529,42,529,57,384,57
14,51,163,51,163,65,14,65
214,59,333,56,333,75,214,78
294,85,462,85,462,100,294,100
16,86,136,86,136,100,16,100
16,109,131,109,131,123,16,123
14,130,216,130,216,146,14,146
16,150,538,150,538,166,16,166
16,164,282,168,282,184,15,180
16,198,113,199,113,217,15,215
14,220,396,220,396,233,14,233
462,220,506,220,506,232,462,232
40,234,124,234,124,250,40,250
50,253,145,253,145,269,50,269
14,268,198,270,198,286,14,284
462,270,504,270,504,284,462,284
50,288,194,288,194,302,50,302
14,305,197,305,197,320,14,320
462,305,506,305,506,317,462,317
50,322,190,322,190,338,50,338
14,338,180,340,179,354,14,353
462,340,506,340,506,352,462,352
50,355,286,355,286,371,50,371
14,373,237,374,237,389,14,387
462,374,506,374,506,388,462,388
50,390,194,390,194,406,50,406
13,602,64,602,64,617,13,617
356,602,510,602,510,618,356,618
14,625,94,625,94,640,14,640
374,624,498,626,498,640,374,638
356,732,456,733,455,749,355,747
14,753,201,753,201,767,14,767
