422,12,528,12,528,25,422,25
16,13,170,15,170,29,15,27
415,27,527,27,527,41,415,41
16,32,168,32,168,48,16,48
385,42,533,42,533,57,385,57
16,51,165,51,165,65,16,65
214,59,333,56,333,75,214,78
296,85,344,85,344,98,296,98
17,86,146,86,146,100,17,100
389,86,464,86,464,100,389,100
17,107,133,109,133,124,17,122
15,132,55,130,56,143,16,145
133,130,386,130,386,146,133,146
17,149,522,149,522,166,17,166
17,186,113,188,113,205,17,203
16,208,198,208,198,222,16,222
462,208,506,208,506,220,462,220
52,225,154,225,154,241,52,241
16,240,237,242,237,258,15,255
464,242,506,242,506,256,464,256
52,257,158,260,158,275,51,273
16,277,326,277,326,293,16,293
464,277,506,277,506,290,464,290
52,292,160,295,159,312,51,309
13,602,65,602,65,617,13,617
357,602,511,602,511,617,357,617
16,625,96,625,96,640,16,640
374,625,498,625,498,638,374,638
361,736,458,736,458,750,361,750
16,751,202,753,202,768,15,767
