420,6,525,6,525,20,420,20
13,9,167,9,167,22,13,22
411,22,525,22,525,35,411,35
13,25,165,25,165,41,13,41
381,37,528,37,528,52,381,52
11,46,161,44,161,58,12,60
212,50,330,50,330,70,212,70
14,78,173,78,173,94,14,94
293,78,470,78,470,93,293,93
14,102,129,102,129,118,14,118
13,125,53,125,53,138,13,138
142,125,415,125,415,139,142,139
14,143,536,145,535,161,14,159
13,158,529,158,529,176,13,176
14,176,519,172,520,189,14,193
13,190,89,190,89,204,13,204
14,221,110,223,110,241,14,239
13,242,228,244,227,258,13,256
460,244,504,244,504,256,460,256
48,259,221,261,221,277,47,275
13,274,272,277,271,293,13,290
460,277,504,277,504,290,460,290
48,294,192,294,192,310,48,310
13,310,246,313,246,328,13,325
461,313,502,313,502,325,461,325
48,329,194,329,194,345,48,345
13,346,388,346,388,362,13,362
460,346,504,346,504,360,460,360
48,363,188,365,187,381,47,379
12,381,196,381,196,397,12,397
460,381,504,381,504,394,460,394
48,398,188,398,188,414,48,414
13,417,280,417,280,432,13,432
460,417,504,417,504,429,460,429
47,432,246,430,246,447,48,449
353,596,509,596,509,612,353,612
10,597,62,597,62,610,10,610
13,616,92,620,91,635,12,631
372,620,496,620,496,633,372,633
20,686,273,686,273,702,20,702
353,728,456,728,456,742,353,742
12,746,202,746,202,762,12,762
