416,9,520,9,520,21,416,21
9,10,163,10,163,25,9,25
407,23,521,23,521,37,407,37
9,28,161,28,161,44,9,44
377,38,522,38,522,53,377,53
8,48,157,48,157,61,8,61
208,53,326,53,326,73,208,73
9,81,157,81,157,96,9,96
289,81,465,81,465,96,289,96
9,103,125,105,125,120,9,118
9,126,49,126,49,140,9,140
121,126,420,126,420,142,121,142
10,145,501,146,501,163,10,162
9,161,272,161,272,178,9,178
10,193,106,195,106,213,10,211
9,214,196,216,195,230,9,228
456,216,500,216,500,228,456,228
44,232,237,232,237,248,44,248
9,250,192,250,192,266,9,266
456,250,500,250,500,264,456,264
43,268,178,263,178,280,44,284
9,281,230,284,230,300,9,297
456,285,500,285,500,297,456,297
45,300,184,302,183,318,45,316
9,320,193,320,193,334,9,334
456,320,498,320,498,332,456,332
44,336,189,336,189,352,44,352
9,350,222,353,222,369,9,366
456,353,500,353,500,366,456,366
44,370,178,370,178,386,44,386
6,598,58,598,58,612,6,612
349,598,504,598,504,614,349,614
9,619,88,622,87,636,8,633
368,620,492,621,491,636,367,634
346,732,490,732,490,745,346,745
9,747,194,749,194,764,9,763
