421,9,525,9,525,21,421,21
13,11,169,9,169,23,13,25
413,23,526,23,526,37,413,37
14,28,166,28,166,44,14,44
382,40,527,40,527,53,382,53
13,47,162,47,162,61,13,61
213,53,332,53,332,73,213,73
14,82,123,80,124,94,14,97
294,81,470,81,470,96,294,96
14,105,130,105,130,119,14,119
13,126,53,126,53,140,13,140
133,126,404,126,404,142,133,142
14,145,533,145,533,162,14,162
14,161,525,162,525,179,14,178
16,193,112,195,111,213,15,211
14,214,237,216,237,232,14,230
461,216,505,216,505,228,461,228
49,233,145,233,145,248,49,248
14,248,178,251,178,266,14,263
461,250,505,250,505,264,461,264
49,266,325,266,325,284,49,284
14,285,324,285,324,300,14,300
461,285,505,285,505,297,461,297
49,301,145,301,145,317,49,317
14,320,396,320,396,334,14,334
461,320,504,320,504,332,461,332
49,336,186,336,186,352,49,352
13,350,236,353,235,369,13,366
461,353,505,353,505,366,461,366
50,370,157,370,157,386,50,386
14,386,178,389,178,404,14,401
461,389,505,389,505,401,461,401
49,405,156,405,156,421,49,421
14,421,228,422,227,437,14,435
461,422,505,422,505,436,461,436
49,440,152,440,152,456,49,456
12,598,64,598,64,613,12,613
354,598,509,598,509,614,354,614
13,621,93,621,93,636,13,636
372,620,497,621,497,636,371,634
358,732,456,732,456,748,358,748
13,749,204,749,204,764,13,764
