420,12,524,12,524,25,420,25
13,14,168,14,168,28,13,28
411,27,525,27,525,41,411,41
13,30,165,30,165,46,13,46
381,42,526,44,526,57,381,56
12,50,161,50,161,65,12,65
212,56,330,56,330,76,212,76
14,84,157,83,157,98,14,100
293,84,460,84,460,98,293,98
14,107,125,107,125,122,14,122
13,129,351,129,351,145,13,145
13,149,534,149,534,165,13,165
13,164,341,164,341,181,13,181
14,197,110,199,110,216,14,214
13,218,375,218,375,234,13,234
460,218,504,218,504,232,460,232
48,236,265,236,265,252,48,252
13,250,226,253,226,269,13,266
460,253,504,253,504,266,460,266
48,270,142,270,142,286,48,286
13,286,196,288,195,304,13,302
460,288,504,288,504,300,460,300
48,305,144,305,144,320,48,320
13,320,234,322,234,338,13,335
460,322,504,322,504,336,460,336
48,336,147,341,146,356,47,351
12,355,178,357,178,372,11,370
460,357,504,357,504,369,460,369
48,373,144,373,144,389,48,389
353,601,509,601,509,617,353,617
10,602,62,602,62,616,10,616
13,624,93,624,93,638,13,638
372,625,496,625,496,638,372,638
350,734,478,732,478,749,350,751
12,751,198,751,198,767,12,767
